ISIN,Company_Name,BSE_Symbol,NSE_Symbol,Security Code,Face_Value,ON_BSE,ON_NSE
INE045A01017,Ador Welding Limited,ADOR,ADOR,517041.0,10.0,1,1
INE045B01015,NELCO Limited,NELCO,NELCO,504112.0,10.0,1,1
INE045J01034,Fineotex Chemical Limited,FCL,FCL,533333.0,1.0,1,1
INE046A01015,Reliance Industrial Infrastructure Limited,RIIL,RIIL,523445.0,10.0,1,1
INE046E01025,Apt Packaging Ltd,APTPACK,N/A,506979.0,10.0,1,0
INE046M01036,Midland Polymers Ltd,MIDPOLY,N/A,531597.0,10.0,1,0
INE046W01019,Muthoot Microfin Limited,MUTHOOTMF,MUTHOOTMF,544055.0,10.0,1,1
INE047A01021,Grasim Industries Limited,GRASIM,GRASIM,500300.0,2.0,1,1
INE047B01011,Gillanders Arbuthnot & Company Limited,GILLANDERS,GILLANDERS,532716.0,10.0,1,1
INE047E01031,JMD Ventures Ltd,JMDVL,N/A,511092.0,10.0,1,0
INE047O01014,NRB Industrial Bearings Limited,NIBL,NIBL,535458.0,2.0,1,1
INE048A01011,Hindustan Organic Chemicals Ltd,HOCL,N/A,500449.0,10.0,1,0
INE048B01035,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,JAGSNPHARM,507789.0,2.0,1,1
INE048C01025,Viceroy Hotels Limited,VHLTD,VHLTD,523796.0,10.0,1,1
INE048E01013,Wardwizard Healthcare Ltd,WARDHEALTH,N/A,512063.0,10.0,1,0
INE048G01026,Navin Fluorine International Limited,NAVINFLUOR,NAVINFLUOR,532504.0,2.0,1,1
INE049A01027,Himatsingka Seide Limited,HIMATSEIDE,HIMATSEIDE,514043.0,5.0,1,1
INE049B01025,Wockhardt Limited,WOCKPHARMA,WOCKPHARMA,532300.0,5.0,1,1
INE049I01012,Nahar Capital and Financial Services Limited,NAHARCAP,NAHARCAP,532952.0,5.0,1,1
INE04AK01028,SBC Exports Limited,SBC,SBC,542725.0,1.0,1,1
INE04CO01018,Kuberan Global Edu Solutions Ltd,KGES,N/A,543289.0,10.0,1,0
INE04I401011,KPIT Technologies Limited,KPITTECH,KPITTECH,542651.0,10.0,1,1
INE04LG01015,Par Drugs And Chemicals Limited,N/A,PAR,N/A,10.0,0,1
INE04ST01013,SK International Export Ltd,SKIEL,N/A,542728.0,10.0,1,0
INE04T901017,Kahan Packaging Ltd,KAHAN,N/A,543979.0,10.0,1,0
INE04TZ01018,Ethos Limited,ETHOSLTD,ETHOSLTD,543532.0,10.0,1,1
INE04VT01017,Thakkers Group Ltd,THAKKERS,N/A,507530.0,10.0,1,0
INE04VU01023,Seshaasai Technologies Limited,STYL,STYL,544533.0,10.0,1,1
INE04Z101016,Asian Warehousing Ltd,ASIAN,N/A,543927.0,10.0,1,0
INE050001010,Prakash Pipes Limited,PPL,PPL,542684.0,10.0,1,1
INE050401020,Elin Electronics Limited,ELIN,ELIN,543725.0,5.0,1,1
INE050A01025,The Bombay Burmah Trading Corporation Limited,BBTC,BBTC,501425.0,2.0,1,1
INE050B01023,IL&FS Investment Managers Limited,IVC,IVC,511208.0,2.0,1,1
INE050E01027,Balaji Amines Limited,BALAMINES,BALAMINES,530999.0,2.0,1,1
INE050H01012,Rane (Madras) Limited,RML,RML,532661.0,10.0,1,1
INE050L01048,Lesha Industries Ltd,LESHAIND,N/A,533602.0,1.0,1,0
INE050M01012,Vardhman Special Steels Limited,VSSL,VSSL,534392.0,10.0,1,1
INE050N01010,Kings Infra Ventures Ltd,KINGSINFR,N/A,530215.0,10.0,1,0
INE051B01021,Vakrangee Limited,VAKRANGEE,VAKRANGEE,511431.0,1.0,1,1
INE051G01012,Denis Chem Lab Ltd,DENISCHEM,N/A,537536.0,10.0,1,0
INE051N01026,Shree Ganesh Biotech (India) Ltd,SHREEGANES,N/A,539470.0,1.0,1,0
INE052001026,Shahlon Silk Industries Ltd,SHAHLON,N/A,542862.0,2.0,1,0
INE052A01021,Windsor Machines Limited,WINDMACHIN,WINDMACHIN,522029.0,2.0,1,1
INE052B01011,Beeyu Overseas Ltd,BEEYU,N/A,532645.0,10.0,1,0
INE052E01015,Gayatri BioOrganics Ltd,GAYATRIBI,N/A,524564.0,10.0,1,0
INE052I01032,Camlin Fine Sciences Limited,CAMLINFINE,CAMLINFINE,532834.0,1.0,1,1
INE052T01021,Best Agrolife Limited,BESTAGRO,BESTAGRO,539660.0,1.0,1,1
INE052V01019,CIAN Agro Industries & Infrastructure Ltd,CIANAGRO,N/A,519477.0,10.0,1,0
INE053A01029,The Indian Hotels Company Limited,INDHOTEL,INDHOTEL,500850.0,1.0,1,1
INE053F01010,Indian Railway Finance Corporation Limited,IRFC,IRFC,543257.0,10.0,1,1
INE054301028,Odigma Consultancy Solutions Limited,ODIGMA,ODIGMA,544301.0,1.0,1,1
INE054A01027,VIP Industries Limited,VIPIND,VIPIND,507880.0,2.0,1,1
INE054C01015,Waterbase Ltd,WATERBASE,N/A,523660.0,10.0,1,0
INE055A01016,Aditya Birla Real Estate Limited,ABREL,ABREL,500040.0,10.0,1,1
INE055C01020,DSJ Keep Learning Limited,KEEPLEARN,KEEPLEARN,526677.0,1.0,1,1
INE055E01034,Real Eco-Energy Ltd,REALECO,N/A,530053.0,2.0,1,0
INE055O01033,Inland Printers Ltd,INLANPR,N/A,530787.0,10.0,1,0
INE055Q01012,Skyline Ventures India Ltd,SKILVEN,N/A,538919.0,10.0,1,0
INE055S01018,Cyient DLM Limited,CYIENTDLM,CYIENTDLM,543933.0,10.0,1,1
INE056001014,City Pulse Multiventures Ltd,CPML,N/A,542727.0,10.0,1,0
INE056801025,Ivalue Infosolutions Limited,IVALUE,IVALUE,544523.0,2.0,1,1
INE056E01024,IEL Ltd,INDXTRA,N/A,524614.0,1.0,1,0
INE056I01025,Refex Industries Limited,REFEX,REFEX,532884.0,2.0,1,1
INE056J01015,Aarcon Facilities Ltd,AARCON,N/A,532024.0,10.0,1,0
INE057Q01018,York Exports Ltd,YORKEXP,N/A,530675.0,10.0,1,0
INE058A01010,Sanofi India Limited,SANOFI,SANOFI,500674.0,10.0,1,1
INE058B01018,Zenith Exports Limited,ZENITHEXPO,ZENITHEXPO,512553.0,10.0,1,1
INE058D01030,Jaipan Industries Ltd,JAIPAN,N/A,505840.0,10.0,1,0
INE058F01019,Alufluoride Ltd,ALUFLUOR,N/A,524634.0,10.0,1,0
INE058I01013,Lactose India Ltd,LACTOSE,N/A,524202.0,10.0,1,0
INE059A01026,Cipla Limited,CIPLA,CIPLA,500087.0,2.0,1,1
INE059B01024,Simplex Infrastructures Limited,SIMPLEXINF,SIMPLEXINF,523838.0,2.0,1,1
INE059D01020,La Opala RG Limited,LAOPALA,LAOPALA,526947.0,2.0,1,1
INE059E01010,Kachchh Minerals Ltd,KACHCHH,N/A,531778.0,10.0,1,0
INE059Q01014,Kalpa Commercial Ltd,KALPACOMME,N/A,539014.0,10.0,1,0
INE05AN01011,Hindware Home Innovation Limited,HINDWAREAP,HINDWAREAP,542905.0,2.0,1,1
INE05CY01014,Tierra Agrotech Ltd,TIERRA,N/A,543531.0,10.0,1,0
INE05CZ01011,Ratnaveer Precision Engineering Limited,RATNAVEER,RATNAVEER,543978.0,10.0,1,1
INE05FR01029,Ashapuri Gold Ornament Ltd,AGOL,N/A,542579.0,1.0,1,0
INE05J901018,Indogulf Cropsciences Limited,IGCL,IGCL,544432.0,10.0,1,1
INE05MV01019,Parshva Enterprises Ltd,PARSHVA,N/A,542694.0,10.0,1,0
INE05QJ01015,G. K. P. Printing & Packaging Ltd,GKP,N/A,542666.0,10.0,1,0
INE05ST01028,Suratwwala Business Group Limited,SBGLP,SBGLP,543218.0,1.0,1,1
INE05X901010,Hindprakash Industries Limited,HPIL,HPIL,543645.0,10.0,1,1
INE05XR01022,Bharat Coking Coal Limited,BHARATCOAL,BHARATCOAL,544678.0,10.0,1,1
INE060601031,Murae Organisor Ltd,MURAE,N/A,542724.0,1.0,1,0
INE060901027,Likhitha Infrastructure Limited,LIKHITHA,LIKHITHA,543240.0,5.0,1,1
INE060A01024,Navneet Education Limited,NAVNETEDUL,NAVNETEDUL,508989.0,2.0,1,1
INE060B01014,Khandwala Securities Limited,KHANDSE,KHANDSE,531892.0,10.0,1,1
INE060D01028,Narmada Macplast Drip Irrigation Systems Ltd,NARMP,N/A,517431.0,2.0,1,0
INE060E01018,Kemp & Company Ltd,KEMP,N/A,506530.0,10.0,1,0
INE060J01017,Flexituff Ventures International Limited,FLEXITUFF,FLEXITUFF,533638.0,10.0,1,1
INE060N01019,Equilateral Enterprises Ltd,EQUILATERA,N/A,531262.0,10.0,1,0
INE060T01024,Vishal Bearings Ltd,VISHALBL,N/A,539398.0,10.0,1,0
INE060X01034,Dev Information Technology Limited,DEVIT,DEVIT,543462.0,2.0,1,1
INE061A01014,Indian Card Clothing Company Limited,INDIANCARD,INDIANCARD,509692.0,10.0,1,1
INE061F01013,Fortis Healthcare Limited,FORTIS,FORTIS,532843.0,10.0,1,1
INE062A01020,State Bank of India,SBIN,SBIN,500112.0,1.0,1,1
INE062C01042,Global Capital Markets Ltd,GLOBALCA,N/A,530263.0,1.0,1,0
INE062D01024,Alicon Castalloy Limited,ALICON,ALICON,531147.0,5.0,1,1
INE062Y01020,Mehai Technology Ltd,MEHAI,N/A,540730.0,1.0,1,0
INE063601012,Gian Life Care Ltd,GIANLIFE,N/A,542918.0,10.0,1,0
INE063E01053,Pondy Oxides & Chemicals Limited,POCL,POCL,532626.0,5.0,1,1
INE063P01018,Equitas Small Finance Bank Limited,EQUITASBNK,EQUITASBNK,543243.0,10.0,1,1
INE063Z01017,Gautam Gems Ltd,GGL,N/A,540936.0,10.0,1,0
INE064A01026,Timex Group India Ltd,TIMEX,N/A,500414.0,1.0,1,0
INE064C01022,Trident Limited,TRIDENT,TRIDENT,521064.0,1.0,1,1
INE064H01021,GEE Ltd,GEE,N/A,504028.0,2.0,1,0
INE064L01015,Globus Constructors & Developers Ltd,GLOBUSCON,N/A,526025.0,10.0,1,0
INE064R01012,Modulex Construction Technologies Ltd,MODULEX,N/A,504273.0,10.0,1,0
INE064T01018,Interactive Financial Services Ltd,IFINSER,N/A,539692.0,10.0,1,0
INE065D01027,Aeroflex Enterprises Limited,AEROENTER,AEROENTER,511076.0,2.0,1,1
INE065E01017,Shree Hari Chemicals Export Ltd,SHHARICH,N/A,524336.0,10.0,1,0
INE065J01024,Teamo Productions HQ Limited,TPHQ,TPHQ,533048.0,1.0,1,1
INE065X01017,Indegene Limited,INDGN,INDGN,544172.0,2.0,1,1
INE066A01021,Eicher Motors Limited,EICHERMOT,EICHERMOT,505200.0,1.0,1,1
INE066F01020,Hindustan Aeronautics Limited,HAL,HAL,541154.0,5.0,1,1
INE066O01014,Wonderla Holidays Limited,WONDERLA,WONDERLA,538268.0,10.0,1,1
INE066P01011,Inox Wind Limited,INOXWIND,INOXWIND,539083.0,10.0,1,1
INE067A01029,CG Power and Industrial Solutions Limited,CGPOWER,CGPOWER,500093.0,2.0,1,1
INE067C01025,Anka India Ltd,ANKIN,N/A,531673.0,10.0,1,0
INE067E01013,Sterling Powergensys Ltd,STERPOW,N/A,513575.0,10.0,1,0
INE067R01015,Adhiraj Distributors Ltd,ADHIRAJ,N/A,780018.0,10.0,1,0
INE068B01017,Saint Gobain Sekurit India Ltd,SEKURITIND,N/A,515043.0,10.0,1,0
INE068C01015,Aravali Securities & Finance Ltd,ARAVALIS,N/A,512344.0,10.0,1,0
INE068L01024,Cantabil Retail India Limited,CANTABIL,CANTABIL,533267.0,2.0,1,1
INE068V01023,Gland Pharma Limited,GLAND,GLAND,543245.0,1.0,1,1
INE069B01023,Anupam Finserv Ltd,ANUPAM,N/A,530109.0,1.0,1,0
INE069E01019,Suraj Products Ltd,SURAJ,N/A,518075.0,10.0,1,0
INE069I01010,Embassy Developments Limited,EMBDL,EMBDL,532832.0,2.0,1,1
INE06HJ01020,Ecos (India) Mobility & Hospitality Limited,ECOSMOBLTY,ECOSMOBLTY,544239.0,2.0,1,1
INE06IR01021,Osia Hyper Retail Limited,N/A,OSIAHYPER,N/A,1.0,0,1
INE06LG01010,V R Films & Studios Ltd,VRFILMS,N/A,542654.0,10.0,1,0
INE06MM01016,Natural Biocon (India) Ltd,NATURAL,N/A,543207.0,10.0,1,0
INE06ST01018,Indiqube Spaces Limited,INDIQUBE,INDIQUBE,544454.0,1.0,1,1
INE06TD01010,Evans Electric Ltd,EVANS,N/A,542668.0,10.0,1,0
INE06WU01026,Laxmi India Finance Limited,LAXMIINDIA,LAXMIINDIA,544465.0,5.0,1,1
INE06XZ01023,Gem Aromatics Limited,GEMAROMA,GEMAROMA,544491.0,2.0,1,1
INE06YD01010,Transpact Enterprises Ltd,TRANSPACT,N/A,542765.0,10.0,1,0
INE06ZD01017,Shanti Gold International Limited,SHANTIGOLD,SHANTIGOLD,544459.0,10.0,1,1
INE070A01015,SHREE CEMENT LIMITED,SHREECEM,SHREECEM,500387.0,10.0,1,1
INE070C01037,Compuage Infocom Limited,COMPINFO,COMPINFO,532456.0,2.0,1,1
INE070D01027,Jai Corp Limited,JAICORPLTD,JAICORPLTD,512237.0,1.0,1,1
INE070I01018,Insecticides (India) Limited,INSECTICID,INSECTICID,532851.0,10.0,1,1
INE070K01014,Apis India Ltd,APIS,N/A,506166.0,10.0,1,0
INE071A01013,BIL VYAPAR LIMITED,BILVYAPAR,BILVYAPAR,500059.0,10.0,1,1
INE071D01033,Menon Bearings Limited,MENONBE,MENONBE,523828.0,1.0,1,1
INE071E01023,The Ugar Sugar Works Limited,UGARSUGAR,UGARSUGAR,530363.0,1.0,1,1
INE071F01012,Anjani Portland Cement Limited,APCL,APCL,518091.0,10.0,1,1
INE071N01016,Epigral Limited,EPIGRAL,EPIGRAL,543332.0,10.0,1,1
INE071Y01013,Trident Texofab Ltd,TTFL,N/A,540726.0,10.0,1,0
INE072A01029,India Homes Ltd,INDIAHOMES,N/A,513361.0,1.0,1,0
INE072B01027,Artificial Electronics Intelligent Material Ltd,AEIM,N/A,526443.0,10.0,1,0
INE072V01017,Ambar Protein Industries Ltd,AMBARPIL,N/A,519471.0,10.0,1,0
INE073A01019,Krishna Filament Industries Ltd,KRIFILIND,N/A,500248.0,10.0,1,0
INE073D01013,Sundaram Brake Linings Limited,SUNDRMBRAK,SUNDRMBRAK,590072.0,10.0,1,1
INE073G01016,Associated Alcohols & Breweries Ltd.,ASALCBR,ASALCBR,507526.0,10.0,1,1
INE073I01012,Ishwarshakti Holdings & Traders Ltd,ISHWATR,N/A,506161.0,10.0,1,0
INE073K01018,Sona BLW Precision Forgings Limited,SONACOMS,SONACOMS,543300.0,10.0,1,1
INE073V01015,Commercial Syn Bags Limited,COMSYN,COMSYN,539986.0,10.0,1,1
INE074A01025,Praj Industries Limited,PRAJIND,PRAJIND,522205.0,2.0,1,1
INE074B01023,Paramount Communications Limited,PARACABLES,PARACABLES,530555.0,2.0,1,1
INE074C01013,Hindustan Adhesives Ltd,HINDADH,N/A,514428.0,10.0,1,0
INE074H01012,Sarthak Industries Ltd,SARTHAKIND,N/A,531930.0,10.0,1,0
INE074J01018,Transoceanic Properties Ltd,TRANOCE,N/A,509003.0,10.0,1,0
INE075A01022,Wipro Limited,WIPRO,WIPRO,507685.0,2.0,1,1
INE075B01020,Sical Logistics Limited,SICALLOG,SICALLOG,520086.0,10.0,1,1
INE075D01018,GM Breweries Limited,GMBREW,GMBREW,507488.0,10.0,1,1
INE075H01019,Sarthak Global Ltd,SARTHAKGL,N/A,530993.0,10.0,1,0
INE075I01017,Healthcare Global Enterprises Limited,HCG,HCG,539787.0,10.0,1,1
INE075I20017,Healthcare Global Enterprises Limited-RE,HCG-RE,HCG-RE,751095.0,10.0,1,1
INE075K01013,Annvrridhhi  Ventures Ltd,ANVRDHI,N/A,538539.0,10.0,1,0
INE076B01028,Siyaram Silk Mills Limited,SIYSIL,SIYSIL,503811.0,2.0,1,1
INE076C01018,IFB Agro Industries Limited,IFBAGRO,IFBAGRO,507438.0,10.0,1,1
INE076D01016,Gagan Gases Ltd,GAGAN,N/A,524624.0,10.0,1,0
INE077B01018,Zodiac-JRD-MKJ Ltd,ZODJRDMKJ,N/A,512587.0,10.0,1,0
INE077F01035,GOCL Corporation Limited,GOCLCORP,GOCLCORP,506480.0,2.0,1,1
INE077P01034,Thacker & Company Ltd,THACKER,N/A,509945.0,1.0,1,0
INE078D01012,PG Foils Ltd,PGFOILQ,N/A,526747.0,10.0,1,0
INE078I01011,Archit Organosys Ltd,ARCHITORG,N/A,524640.0,10.0,1,0
INE078T01026,K&R Rail Engineering Ltd,KRRAIL,N/A,514360.0,10.0,1,0
INE078V01014,Vikram Solar Limited,VIKRAMSOLR,VIKRAMSOLR,544488.0,10.0,1,1
INE079A01024,Ambuja Cements Limited,AMBUJACEM,AMBUJACEM,500425.0,2.0,1,1
INE079C01012,Kotia Enterprises Ltd,KEL,N/A,539599.0,10.0,1,0
INE079J01017,Gateway Distriparks Limited,GATEWAY,GATEWAY,543489.0,10.0,1,1
INE079N01019,Shri Kalyan Holdings Ltd,SHKALYN,N/A,532083.0,10.0,1,0
INE07G501017,Sayaji Hotels (Pune) Ltd,SHPLPUNE,N/A,544090.0,10.0,1,0
INE07GA01011,Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,N/A,543391.0,10.0,1,0
INE07I701011,Alna Trading & Exports Ltd,ALNATRD,N/A,506120.0,10.0,1,0
INE07K301024,Zaggle Prepaid Ocean Services Limited,ZAGGLE,ZAGGLE,543985.0,1.0,1,1
INE07L501010,DMR Engineering Ltd,DMR,N/A,543410.0,10.0,1,0
INE07LH01016,Devinsu Trading Ltd,DEVITRD,N/A,512445.0,10.0,1,0
INE07LK01010,Ridhi Synthetics Ltd,RIDHISYN,N/A,504365.0,10.0,1,0
INE07MC01015,Satyam Silk Mills Ltd,ZSATYASL,N/A,503893.0,10.0,1,0
INE07NX01019,Punctual Trading Ltd,PUNCTRD,N/A,512461.0,10.0,1,0
INE07O001026,Easy Trip Planners Limited,EASEMYTRIP,EASEMYTRIP,543272.0,1.0,1,1
INE07OG01012,Ndr Auto Components Limited,NDRAUTO,NDRAUTO,543214.0,10.0,1,1
INE07P301011,Systematix Securities Ltd,SYTIXSE,N/A,531432.0,10.0,1,0
INE07QQ01016,Chandra Bhagat Pharma Ltd,CBPL,N/A,542934.0,10.0,1,0
INE07RO01027,Supriya Lifescience Limited,SUPRIYA,SUPRIYA,543434.0,2.0,1,1
INE07S101038,Pavna Industries Limited,PAVNAIND,PAVNAIND,543915.0,1.0,1,1
INE07T201019,Restaurant Brands Asia Limited,RBA,RBA,543248.0,10.0,1,1
INE07U701015,IRM Energy Limited,IRMENERGY,IRMENERGY,544004.0,10.0,1,1
INE07Y701011,Hitachi Energy India Limited,POWERINDIA,POWERINDIA,543187.0,2.0,1,1
INE080A01014,Weizmann Limited,WEIZMANIND,WEIZMANIND,523011.0,10.0,1,1
INE080B01012,Kohinoor Foods Limited,KOHINOOR,KOHINOOR,512559.0,10.0,1,1
INE080D01042,Sybly Industries Ltd,SYBLY,N/A,531499.0,10.0,1,0
INE080G01029,Contil India Ltd,CONTILI,N/A,531067.0,2.0,1,0
INE080I01025,Lloyds Enterprises Limited,LLOYDSENT,LLOYDSENT,512463.0,1.0,1,1
INE081A01020,Tata Steel Limited,TATASTEEL,TATASTEEL,500470.0,1.0,1,1
INE081G01019,Kanchi Karpooram Ltd,KANCHI,N/A,538896.0,10.0,1,0
INE082A01010,Kopran Limited,KOPRAN,KOPRAN,524280.0,10.0,1,1
INE082B01018,Machino Plastics Ltd,MACPLASQ,N/A,523248.0,10.0,1,0
INE082C01024,Patels Airtemp India Ltd,PATELSAI,N/A,517417.0,10.0,1,0
INE082W01014,WE WIN LIMITED,WEWIN,WEWIN,543535.0,10.0,1,1
INE083A01026,Morepen Laboratories Limited,MOREPENLAB,MOREPENLAB,500288.0,2.0,1,1
INE083B01024,Themis Medicare Limited,THEMISMED,THEMISMED,530199.0,1.0,1,1
INE083C01022,Plastiblends India Limited,PLASTIBLEN,PLASTIBLEN,523648.0,5.0,1,1
INE083D01012,Bal Pharma Limited,BALPHARMA,BALPHARMA,524824.0,10.0,1,1
INE083E01010,Dynavision Ltd,DYNAVSN,N/A,517238.0,10.0,1,0
INE083G01031,Tatia Global Vennture Ltd,TATIAGLOB,N/A,521228.0,1.0,1,0
INE083K01017,Bengal & Assam Company Ltd,BENGALASM,N/A,533095.0,10.0,1,0
INE083O01019,Hindustan Housing Company Ltd,ZHINDHSG,N/A,509650.0,25.0,1,0
INE084A01016,Bank of India,BANKINDIA,BANKINDIA,532149.0,10.0,1,1
INE084D01010,CG Vak Software & Exports Ltd,CGVAK,N/A,531489.0,10.0,1,0
INE084K01015,Amanta Healthcare Limited,AMANTA,AMANTA,544502.0,10.0,1,1
INE084Q01012,Race Eco Chain Limited,RACE,RACE,537785.0,10.0,1,1
INE085001019,WeWork India Management Limited,WEWORK,WEWORK,544570.0,10.0,1,1
INE085A01013,Chambal Fertilizers & Chemicals Limited,CHAMBLFERT,CHAMBLFERT,500085.0,10.0,1,1
INE085D01033,Metroglobal Ltd,METROGLOBL,N/A,500159.0,10.0,1,0
INE085J01014,Thangamayil Jewellery Limited,THANGAMAYL,THANGAMAYL,533158.0,10.0,1,1
INE086A01029,Electrosteel Castings Limited,ELECTCAST,ELECTCAST,500128.0,1.0,1,1
INE087A01019,Kesoram Industries Limited,KESORAMIND,KESORAMIND,502937.0,10.0,1,1
INE087B01017,Anik Industries Limited,ANIKINDS,ANIKINDS,519383.0,10.0,1,1
INE087E01011,Fine Line Circuits Ltd,FINELINE,N/A,517264.0,10.0,1,0
INE087H01022,Shree Renuka Sugars Limited,RENUKA,RENUKA,532670.0,1.0,1,1
INE087Z01024,Aakash Exploration Services Limited,N/A,AAKASH,N/A,1.0,0,1
INE088D01011,Trescon Ltd,TRESCON,N/A,532159.0,10.0,1,0
INE088E01019,Golden Legand Leasing & finance Ltd,GOLDLEG,N/A,509024.0,10.0,1,0
INE088F01024,Paradeep Phosphates Limited,PARADEEP,PARADEEP,543530.0,10.0,1,1
INE088G01014,South India Paper Mills Ltd,STHINPA,N/A,516108.0,10.0,1,0
INE088P01015,Iconik Sports And Events Ltd,ICONIKSPEV,N/A,511260.0,10.0,1,0
INE089A01031,Dr. Reddy's Laboratories Limited,DRREDDY,DRREDDY,500124.0,1.0,1,1
INE089C01029,Sterlite Technologies Limited,STLTECH,STLTECH,532374.0,2.0,1,1
INE089T01023,Bombay Wire Ropes Ltd,BOMBWIR,N/A,504648.0,1.0,1,0
INE08E401029,Alphalogic Techsys Ltd,ALPHALOGIC,N/A,542770.0,5.0,1,0
INE08JY01013,Novateor Research Laboratories Ltd,NOVATEOR,N/A,542771.0,10.0,1,0
INE08KJ01020,Mufin Green Finance Limited,MUFIN,MUFIN,542774.0,1.0,1,1
INE08KP01019,DCM Nouvelle Limited,DCMNVL,DCMNVL,542729.0,10.0,1,1
INE08LI01020,Krsnaa Diagnostics Limited,KRSNAA,KRSNAA,543328.0,5.0,1,1
INE08N601015,M & B Engineering Limited,MBEL,MBEL,544470.0,10.0,1,1
INE08NE01025,Sanstar Limited,SANSTAR,SANSTAR,544217.0,2.0,1,1
INE08PH01015,A B Cotspin India Limited,ABCOTS,ABCOTS,544522.0,10.0,1,1
INE08RT01016,Valencia Nutrition Ltd,VALENCIA,N/A,542910.0,10.0,1,0
INE08U801020,Samhi Hotels Limited,SAMHI,SAMHI,543984.0,1.0,1,1
INE08ZM01014,Greenpanel Industries Limited,GREENPANEL,GREENPANEL,542857.0,1.0,1,1
INE090501011,Scoda Tubes Limited,SCODATUBES,SCODATUBES,544411.0,10.0,1,1
INE090A01021,ICICI Bank Limited,ICICIBANK,ICICIBANK,532174.0,2.0,1,1
INE090B01011,Omax Autos Limited,OMAXAUTO,OMAXAUTO,520021.0,10.0,1,1
INE090D01017,Titan Securities Ltd,TITANSEC,N/A,530045.0,10.0,1,0
INE091C01017,Super Sales India Ltd,SUPER,N/A,512527.0,10.0,1,0
INE091G01026,Jai Balaji Industries Limited,JAIBALAJI,JAIBALAJI,532976.0,2.0,1,1
INE091N01014,Olympic Management & Financial Services Ltd,OLYMTFI,N/A,511632.0,10.0,1,0
INE092301014,Hindustan Agrigenetics Ltd,HINDUST,N/A,519574.0,10.0,1,0
INE092A01019,Tata Chemicals Limited,TATACHEM,TATACHEM,500770.0,10.0,1,1
INE092B01025,India Nippon Electricals Limited,INDNIPPON,INDNIPPON,532240.0,5.0,1,1
INE092D01013,Frontline Corporation Ltd,FRONTCORP,N/A,532042.0,10.0,1,0
INE092E01011,Kakatiya Textiles Ltd,KAKTEX,N/A,521054.0,10.0,1,0
INE092G01024,Saianand Commercial Ltd,SAICOM,N/A,512097.0,1.0,1,0
INE092H01014,Shivagrico Implements Ltd,SHIVAGR,N/A,522237.0,10.0,1,0
INE092O01028,Rekvina Laboratories Ltd,VINRKLB,N/A,526075.0,5.0,1,0
INE092P01017,Velox Shipping and Logistics Ltd,VELOX,N/A,506178.0,10.0,1,0
INE092T01019,IDFC First Bank Limited,IDFCFIRSTB,IDFCFIRSTB,539437.0,10.0,1,1
INE093A01041,Hexaware Technologies Limited,HEXT,HEXT,544362.0,1.0,1,1
INE093I01010,Oberoi Realty Limited,OBEROIRLTY,OBEROIRLTY,533273.0,10.0,1,1
INE093R01011,LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,LLOYDSENGG,539992.0,1.0,1,1
INE094A01015,Hindustan Petroleum Corporation Limited,HINDPETRO,HINDPETRO,500104.0,10.0,1,1
INE094B01013,Ashika Credit Capital Ltd,ASHIKA,N/A,543766.0,10.0,1,0
INE094C01011,Triveni Glass Ltd,TRIVENIGQ,N/A,502281.0,10.0,1,0
INE094E01017,Mansi Finance (Chennai) Ltd,MANSIFIN,N/A,511758.0,10.0,1,0
INE094I01018,Kolte - Patil Developers Limited,KOLTEPATIL,KOLTEPATIL,532924.0,10.0,1,1
INE094J01016,UTI Asset Management Company Limited,UTIAMC,UTIAMC,543238.0,10.0,1,1
INE094R01019,E & E Enterprises Ltd,EENTER,N/A,501386.0,10.0,1,0
INE094S01041,Mishtann Foods Ltd,MISHTANN,N/A,539594.0,1.0,1,0
INE095A01012,IndusInd Bank Limited,INDUSINDBK,INDUSINDBK,532187.0,10.0,1,1
INE095B01010,Elegant Marbles & Grani Industries Ltd,ELEMARB,N/A,526705.0,10.0,1,0
INE095C01018,Yashraj Containeurs Ltd,YASHRAJC,N/A,530063.0,10.0,1,0
INE095E01022,Mather and Platt Fire Systems Ltd,MPFSL,N/A,532470.0,10.0,1,0
INE095I01015,PPAP Automotive Limited,PPAP,PPAP,532934.0,10.0,1,1
INE095N01031,NBCC (India) Limited,NBCC,NBCC,534309.0,1.0,1,1
INE096A01010,Utique Enterprises Ltd,UTIQUE,N/A,500014.0,10.0,1,0
INE096B01018,Nucleus Software Exports Limited,NUCLEUS,NUCLEUS,531209.0,10.0,1,1
INE096I01021,Anjani Foods Ltd,ANJANIFOODS,N/A,511153.0,2.0,1,0
INE096L01025,Kesar Terminals & Infrastructure Ltd,KTIL,N/A,533289.0,5.0,1,0
INE097E01028,Minal Industries Ltd,MINALIND,N/A,522235.0,2.0,1,0
INE098201036,Vaxtex Cotfab Limited,N/A,VCL,N/A,1.0,0,1
INE098E01026,Harshil Agrotech Ltd,HARSHILAGR,N/A,505336.0,1.0,1,0
INE098F01031,Amrutanjan Health Care Limited,AMRUTANJAN,AMRUTANJAN,590006.0,1.0,1,1
INE099C01010,Bhagawati Gas Ltd,BHAGGAS,N/A,500051.0,10.0,1,0
INE099D01026,Unison Metals Ltd,UNISON,N/A,538610.0,1.0,1,0
